815	0.03	0.46	1.38	3.67	3.94	2.85	2.17	2.26	
865	0	0.36	1.25	3.51	3.51	2.59	2.07	2.17	
915	0	0.26	1.15	3.35	3.05	2.33	1.97	2.10	
965	0	0.2	1.02	3.15	2.62	2.10	1.90	2.00	
1015	0	0.1	0.92	2.99	2.23	1.87	1.80	1.90	
1070	0	0.03	0.82	2.76	1.84	1.64	1.74	1.80	
1120	0	0	0.75	2.56	1.48	1.44	1.67	1.71	
1170	0	0	0.66	2.33	1.15	1.28	1.57	1.57	
1220	0	0	0.59	2.07	0.85	1.12	1.48	1.44	
1270	0	0	0.49	1.8	0.62	0.95	1.35	1.31	
1320	0	0	0.46	1.51	0.43	0.82	1.21	1.12	
1370	0	0	0.39	1.21	0.30	0.72	1.02	0.95	
1420	0	0	0.33	0.92	0.26	0.59	0.82	0.72	
1475	0	0	0.3	0.56	0.26	0.52	0.59	0.49	
1525	0	0	0.26	0.2	0.33	0.46	0.30	0.23	
*50 C	63	125	250	500	1000	2000	4000	8000	
150	1.84	2.62	4.49	7.38	7.12	7.58	6.69	4.13	
205	1.67	2.46	4.36	7.32	7.19	7.12	6.00	3.87	
255	1.51	2.33	4.23	7.22	7.22	6.69	5.38	3.67	
305	1.38	2.2	4.1	7.15	7.15	6.27	4.86	3.44	
355	1.25	2.07	3.97	7.05	7.02	5.87	4.40	3.28	
405	1.15	1.94	3.84	6.96	6.82	5.48	3.97	3.12	
460	1.05	1.84	3.71	6.89	6.59	5.12	3.61	2.95	
510	0.95	1.71	3.58	6.79	6.30	4.76	3.28	2.85	
560	0.89	1.61	3.44	6.66	5.97	4.40	3.02	2.72	
610	0.82	1.51	3.31	6.56	5.61	4.07	2.79	2.62	
660	0.79	1.41	3.18	6.43	5.22	3.74	2.59	2.53	
710	0.72	1.31	3.05	6.33	4.79	3.41	2.43	2.43	
760	0.69	1.21	2.95	6.17	4.36	3.12	2.26	2.33	
815	0.66	1.12	2.82	6.04	3.94	2.85	2.17	2.26	
865	0.62	1.05	2.69	5.87	3.51	2.59	2.07	2.17	
915	0.59	0.95	2.59	5.71	3.05	2.33	1.97	2.10	
965	0.56	0.89	2.49	5.54	2.62	2.10	1.90	2.00	
1015	0.52	0.79	2.4	5.35	2.23	1.87	1.80	1.90	
1070	0.49	0.72	2.3	5.15	1.84	1.64	1.74	1.80	
1120	0.43	0.66	2.2	4.92	1.48	1.44	1.67	1.71	
1170	0.39	0.56	2.1	4.69	1.15	1.28	1.57	1.57	
1220	0.36	0.49	2.03	4.46	0.85	1.12	1.48	1.44	
1270	0.3	0.39	1.97	4.2	0.62	0.95	1.35	1.31	
1320	0.23	0.33	1.9	3.9	0.43	0.82	1.21	1.12	
1370	0.16	0.26	1.84	3.61	0.30	0.72	1.02	0.95	
1420	0.07	0.16	1.8	3.28	0.26	0.59	0.82	0.72	
1475	0	0.1	1.74	2.95	0.26	0.52	0.59	0.49	
1525	0	0	1.74	2.59	0.33	0.46	0.30	0.23	
*0 R		63	125	250	500	1000	2000	4000	
150	150	0.98	0.66	0.33	0.33	0.33	0.33	0.33	
305	305	1.15	0.66	0.33	0.20	0.20	0.20	0.20	
305	610	1.31	0.66	0.33	0.16	0.16	0.16	0.16	
610	610	0.82	0.66	0.33	0.10	0.10	0.10	0.10	
1220	1220	0.49	0.33	0.23	0.07	0.07	0.07	0.07	
1830	1830	0.33	0.33	0.16	0.07	0.07	0.07	0.07	
*0 C	63	125	250	500	1000	2000	4000		
180	0.1	0.1	0.16	0.16	0.33	0.33	0.33		
380	0.1	0.1	0.1	0.16	0.23	0.23	0.23		
760	0.07	0.07	0.07	0.1	0.16	0.16	0.16		
1520	0.03	0.03	0.03	0.07	0.07	0.07	0.07		
